"tourney_name","surface","tourney_level","match_num","winner_id","winner_ioc"
"Cincinnati","Hard","M",46,104918,"GBR"
"Cincinnati","Hard","M",47,103852,"ESP"
"Cincinnati","Hard","M",48,103819,"SUI"
"Cincinnati","Hard","M",49,104925,"SRB"
"Cincinnati","Hard","M",50,105238,"UKR"
"Cincinnati","Hard","M",51,104918,"GBR"
"Cincinnati","Hard","M",52,103819,"SUI"
"Cincinnati","Hard","M",53,104925,"SRB"
"Cincinnati","Hard","M",54,103819,"SUI"
"Cincinnati","Hard","M",55,103819,"SUI"
"Shanghai","Hard","A",1,105373,"SVK"
"Shanghai","Hard","A",2,106233,"AUT"
"Shanghai","Hard","A",3,103852,"ESP"
"Shanghai","Hard","A",4,104755,"FRA"
"Shanghai","Hard","A",5,105577,"CAN"
"Shanghai","Hard","A",6,106071,"AUS"
"Shanghai","Hard","A",7,105449,"USA"
"Shanghai","Hard","A",8,105676,"BEL"
"Shanghai","Hard","A",9,104545,"USA"
"Shanghai","Hard","A",10,104468,"FRA"
"Shanghai","Hard","A",11,104919,"ARG"
"Shanghai","Hard","A",12,106058,"USA"
"Shanghai","Hard","A",13,103333,"CRO"
"Shanghai","Hard","A",14,105138,"ESP"
"Shanghai","Hard","A",15,105683,"CAN"
"Shanghai","Hard","A",16,105227,"CRO"
"Shanghai","Hard","A",17,106432,"CRO"
"Shanghai","Hard","A",18,104678,"SRB"
"Shanghai","Hard","A",19,106401,"AUS"
"Shanghai","Hard","A",20,104926,"ITA"
"Shanghai","Hard","A",21,104731,"RSA"
"Shanghai","Hard","A",22,104542,"FRA"
"Shanghai","Hard","A",23,103607,"DOM"
"Shanghai","Hard","A",24,105077,"ESP"
"Shanghai","Hard","A",25,104925,"SRB"
"Shanghai","Hard","A",26,103852,"ESP"
"Shanghai","Hard","A",27,104755,"FRA"
"Shanghai","Hard","A",28,106071,"AUS"
"Shanghai","Hard","A",29,104918,"GBR"
"Shanghai","Hard","A",30,104545,"USA"
"Shanghai","Hard","A",31,104468,"FRA"
"Shanghai","Hard","A",32,104607,"CZE"
"Shanghai","Hard","A",33,104745,"ESP"
"Shanghai","Hard","A",34,105683,"CAN"
"Shanghai","Hard","A",35,105227,"CRO"
"Shanghai","Hard","A",36,104527,"SUI"
"Shanghai","Hard","A",37,105453,"JPN"
"Shanghai","Hard","A",38,104731,"RSA"
"Shanghai","Hard","A",39,104542,"FRA"
"Shanghai","Hard","A",40,105077,"ESP"
"Shanghai","Hard","A",41,104925,"SRB"
"Shanghai","Hard","A",42,106071,"AUS"
"Shanghai","Hard","A",43,104918,"GBR"
"Shanghai","Hard","A",44,104607,"CZE"
"Shanghai","Hard","A",45,104745,"ESP"
"Shanghai","Hard","A",46,104527,"SUI"
"Shanghai","Hard","A",47,104731,"RSA"
"Shanghai","Hard","A",48,104542,"FRA"
"Shanghai","Hard","A",49,104925,"SRB"
"Shanghai","Hard","A",50,104918,"GBR"
"Shanghai","Hard","A",51,104745,"ESP"
"Shanghai","Hard","A",52,104542,"FRA"
"Shanghai","Hard","A",53,104925,"SRB"
"Shanghai","Hard","A",54,104542,"FRA"
"Shanghai","Hard","A",55,104925,"SRB"
"Paris","Hard","A",1,105064,"BRA"
"Paris","Hard","A",2,105332,"FRA"
"Paris","Hard","A",3,105138,"ESP"
"Paris","Hard","A",4,104273,"FRA"
"Paris","Hard","A",5,106071,"AUS"
"Paris","Hard","A",6,104678,"SRB"
"Paris","Hard","A",7,106233,"AUT"
"Paris","Hard","A",8,104586,"CZE"
"Paris","Hard","A",9,105238,"UKR"
"Paris","Hard","A",10,105777,"BUL"
"Paris","Hard","A",11,105379,"GBR"
"Paris","Hard","A",12,104312,"ITA"
"Paris","Hard","A",13,104871,"FRA"
"Paris","Hard","A",14,104919,"ARG"
"Paris","Hard","A",15,105583,"SRB"
"Paris","Hard","A",16,106432,"CRO"
"Paris","Hard","A",17,104925,"SRB"
"Paris","Hard","A",18,104468,"FRA"
"Paris","Hard","A",19,104542,"FRA"
"Paris","Hard","A",20,104607,"CZE"
"Paris","Hard","A",21,104527,"SUI"
"Paris","Hard","A",22,104678,"SRB"
"Paris","Hard","A",23,104731,"RSA"
"Paris","Hard","A",24,104745,"ESP"
"Paris","Hard","A",25,103970,"ESP"
"Paris","Hard","A",26,105777,"BUL"
"Paris","Hard","A",27,104545,"USA"
"Paris","Hard","A",28,103819,"SUI"
"Paris","Hard","A",29,105453,"JPN"
"Paris","Hard","A",30,104755,"FRA"
"Paris","Hard","A",31,105676,"BEL"
"Paris","Hard","A",32,104918,"GBR"
"Paris","Hard","A",33,104925,"SRB"
"Paris","Hard","A",34,104607,"CZE"
"Paris","Hard","A",35,104527,"SUI"
"Paris","Hard","A",36,104745,"ESP"
"Paris","Hard","A",37,103970,"ESP"
"Paris","Hard","A",38,104545,"USA"
"Paris","Hard","A",39,104755,"FRA"
"Paris","Hard","A",40,104918,"GBR"
"Paris","Hard","A",41,104925,"SRB"
"Paris","Hard","A",42,104527,"SUI"
"Paris","Hard","A",43,103970,"ESP"
"Paris","Hard","A",44,104918,"GBR"
"Paris","Hard","A",45,104925,"SRB"
"Paris","Hard","A",46,104918,"GBR"
"Paris","Hard","A",47,104925,"SRB"
"Barcelona","Clay","A",1,104559,"RUS"
"Barcelona","Clay","A",2,105311,"POR"
"Barcelona","Clay","A",3,106148,"ESP"
"Barcelona","Clay","A",4,105064,"BRA"
"Barcelona","Clay","A",5,103607,"DOM"
"Barcelona","Clay","A",6,104338,"ARG"
"Barcelona","Clay","A",7,105062,"KAZ"
"Barcelona","Clay","A",8,104719,"ESP"
"Barcelona","Clay","A",9,105332,"FRA"
"Barcelona","Clay","A",10,105723,"RUS"
"Barcelona","Clay","A",11,111200,"SWE"
"Barcelona","Clay","A",12,103656,"ESP"
"Barcelona","Clay","A",13,104947,"TUR"
"Barcelona","Clay","A",14,104665,"ESP"
"Barcelona","Clay","A",15,126094,"RUS"
"Barcelona","Clay","A",16,104597,"ESP"
"Barcelona","Clay","A",17,105453,"JPN"
"Barcelona","Clay","A",18,105053,"COL"
"Barcelona","Clay","A",19,104655,"URU"
"Barcelona","Clay","A",20,105138,"ESP"
"Barcelona","Clay","A",21,103607,"DOM"
"Barcelona","Clay","A",22,105373,"SVK"
"Barcelona","Clay","A",23,103990,"ESP"
"Barcelona","Clay","A",24,104719,"ESP"
"Barcelona","Clay","A",25,105332,"FRA"
"Barcelona","Clay","A",26,104259,"GER"
"Barcelona","Clay","A",27,111200,"SWE"
"Barcelona","Clay","A",28,103970,"ESP"
"Barcelona","Clay","A",29,103852,"ESP"
"Barcelona","Clay","A",30,104665,"ESP"
"Barcelona","Clay","A",31,104926,"ITA"
"Barcelona","Clay","A",32,104745,"ESP"
"Barcelona","Clay","A",33,105453,"JPN"
"Barcelona","Clay","A",34,105138,"ESP"
"Barcelona","Clay","A",35,105373,"SVK"
"Barcelona","Clay","A",36,103990,"ESP"
"Barcelona","Clay","A",37,104259,"GER"
"Barcelona","Clay","A",38,103970,"ESP"
"Barcelona","Clay","A",39,104665,"ESP"
"Barcelona","Clay","A",40,104926,"ITA"
"Barcelona","Clay","A",41,105453,"JPN"
"Barcelona","Clay","A",42,105373,"SVK"
"Barcelona","Clay","A",43,103970,"ESP"
"Barcelona","Clay","A",44,104665,"ESP"
"Barcelona","Clay","A",45,105453,"JPN"
"Barcelona","Clay","A",46,104665,"ESP"
"Barcelona","Clay","A",47,105453,"JPN"
"Istanbul","Clay","A",1,103813,"FIN"
"Istanbul","Clay","A",2,104593,"ESP"
"Istanbul","Clay","A",3,105062,"KAZ"
"Istanbul","Clay","A",4,126094,"RUS"
"Istanbul","Clay","A",5,103781,"AUT"
"Istanbul","Clay","A",6,106043,"ARG"
"Istanbul","Clay","A",7,105064,"BRA"
"Istanbul","Clay","A",8,104797,"UZB"
"Istanbul","Clay","A",9,104559,"RUS"
"Istanbul","Clay","A",10,104471,"CRO"
"Istanbul","Clay","A",11,105583,"SRB"
"Istanbul","Clay","A",12,104979,"KAZ"
"Istanbul","Clay","A",13,103819,"SUI"
"Istanbul","Clay","A",14,104593,"ESP"
"Istanbul","Clay","A",15,105053,"COL"
"Istanbul","Clay","A",16,106043,"ARG"
"Istanbul","Clay","A",17,105064,"BRA"
"Istanbul","Clay","A",18,104655,"URU"
"Istanbul","Clay","A",19,104471,"CRO"
"Istanbul","Clay","A",20,105777,"BUL"
"Istanbul","Clay","A",21,103819,"SUI"
"Istanbul","Clay","A",22,106043,"ARG"
"Istanbul","Clay","A",23,104655,"URU"
"Istanbul","Clay","A",24,105777,"BUL"
"Istanbul","Clay","A",25,103819,"SUI"
"Istanbul","Clay","A",26,104655,"URU"
"Istanbul","Clay","A",27,103819,"SUI"
"Wimbledon","Grass","G",1,104925,"SRB"
"Wimbledon","Grass","G",2,103813,"FIN"
"Wimbledon","Grass","G",3,105732,"FRA"
"Wimbledon","Grass","G",4,106071,"AUS"
"Wimbledon","Grass","G",5,104919,"ARG"
"Wimbledon","Grass","G",6,104719,"ESP"
"Wimbledon","Grass","G",7,104947,"TUR"
"Wimbledon","Grass","G",8,104731,"RSA"
"Wimbledon","Grass","G",9,105227,"CRO"
"Wimbledon","Grass","G",10,105575,"LTU"
"Wimbledon","Grass","G",11,105051,"AUS"
"Wimbledon","Grass","G",12,104545,"USA"
"Wimbledon","Grass","G",13,106045,"USA"
"Wimbledon","Grass","G",14,100644,"GER"
"Wimbledon","Grass","G",15,105053,"COL"
"Wimbledon","Grass","G",16,105453,"JPN"
"Wimbledon","Grass","G",17,104527,"SUI"
"Wimbledon","Grass","G",18,103607,"DOM"
"Wimbledon","Grass","G",19,104269,"ESP"
"Wimbledon","Grass","G",20,106233,"AUT"
"Wimbledon","Grass","G",21,105357,"AUS"
"Wimbledon","Grass","G",22,104571,"CYP"
"Wimbledon","Grass","G",23,106281,"GBR"
"Wimbledon","Grass","G",24,105676,"BEL"
"Wimbledon","Grass","G",25,105777,"BUL"
"Wimbledon","Grass","G",26,105449,"USA"
"Wimbledon","Grass","G",27,104932,"FRA"
"Wimbledon","Grass","G",28,104755,"FRA"
"Wimbledon","Grass","G",29,106401,"AUS"
"Wimbledon","Grass","G",30,104338,"ARG"
"Wimbledon","Grass","G",31,103163,"GER"
"Wimbledon","Grass","G",32,105683,"CAN"
"Wimbledon","Grass","G",33,104868,"GBR"
"Wimbledon","Grass","G",34,106210,"CZE"
"Wimbledon","Grass","G",35,105577,"CAN"
"Wimbledon","Grass","G",36,104926,"ITA"
"Wimbledon","Grass","G",37,104678,"SRB"
"Wimbledon","Grass","G",38,105379,"GBR"
"Wimbledon","Grass","G",39,104460,"GER"
"Wimbledon","Grass","G",40,104745,"ESP"
"Wimbledon","Grass","G",41,104542,"FRA"
"Wimbledon","Grass","G",42,105077,"ESP"
"Wimbledon","Grass","G",43,105238,"UKR"
"Wimbledon","Grass","G",44,103333,"CRO"
"Wimbledon","Grass","G",45,104312,"ITA"
"Wimbledon","Grass","G",46,106432,"CRO"
"Wimbledon","Grass","G",47,104898,"NED"
"Wimbledon","Grass","G",48,104918,"GBR"
"Wimbledon","Grass","G",49,104607,"CZE"
"Wimbledon","Grass","G",50,103917,"FRA"
"Wimbledon","Grass","G",51,104586,"CZE"
"Wimbledon","Grass","G",52,104665,"ESP"
"Wimbledon","Grass","G",53,104792,"FRA"
"Wimbledon","Grass","G",54,105173,"FRA"
"Wimbledon","Grass","G",55,104882,"SLO"
"Wimbledon","Grass","G",56,104468,"FRA"
"Wimbledon","Grass","G",57,103852,"ESP"
"Wimbledon","Grass","G",58,105932,"RUS"
"Wimbledon","Grass","G",59,105332,"FRA"
"Wimbledon","Grass","G",60,105138,"ESP"
"Wimbledon","Grass","G",61,105032,"AUS"
"Wimbledon","Grass","G",62,105902,"AUS"
"Wimbledon","Grass","G",63,105023,"USA"
"Wimbledon","Grass","G",64,103819,"SUI"
"Wimbledon","Grass","G",65,104925,"SRB"
"Wimbledon","Grass","G",66,106071,"AUS"
"Wimbledon","Grass","G",67,104919,"ARG"
"Wimbledon","Grass","G",68,104731,"RSA"
"Wimbledon","Grass","G",69,105227,"CRO"
"Wimbledon","Grass","G",70,104545,"USA"
"Wimbledon","Grass","G",71,106045,"USA"
"Wimbledon","Grass","G",72,105053,"COL"
"Wimbledon","Grass","G",73,104527,"SUI"
"Wimbledon","Grass","G",74,104269,"ESP"
"Wimbledon","Grass","G",75,104571,"CYP"
"Wimbledon","Grass","G",76,105676,"BEL"
"Wimbledon","Grass","G",77,105777,"BUL"
"Wimbledon","Grass","G",78,104755,"FRA"
"Wimbledon","Grass","G",79,106401,"AUS"
"Wimbledon","Grass","G",80,105683,"CAN"
"Wimbledon","Grass","G",81,104868,"GBR"
"Wimbledon","Grass","G",82,105577,"CAN"
"Wimbledon","Grass","G",83,104678,"SRB"
"Wimbledon","Grass","G",84,104460,"GER"
"Wimbledon","Grass","G",85,104542,"FRA"
"Wimbledon","Grass","G",86,103333,"CRO"
"Wimbledon","Grass","G",87,104312,"ITA"
"Wimbledon","Grass","G",88,104918,"GBR"
"Wimbledon","Grass","G",89,104607,"CZE"
"Wimbledon","Grass","G",90,104665,"ESP"
"Wimbledon","Grass","G",91,104792,"FRA"
"Wimbledon","Grass","G",92,104468,"FRA"
"Wimbledon","Grass","G",93,105932,"RUS"
"Wimbledon","Grass","G",94,105138,"ESP"
"Wimbledon","Grass","G",95,105032,"AUS"
"Wimbledon","Grass","G",96,103819,"SUI"
"Wimbledon","Grass","G",97,104925,"SRB"
"Wimbledon","Grass","G",98,104731,"RSA"
"Wimbledon","Grass","G",99,105227,"CRO"
"Wimbledon","Grass","G",100,106045,"USA"
"Wimbledon","Grass","G",101,104527,"SUI"
"Wimbledon","Grass","G",102,105676,"BEL"
"Wimbledon","Grass","G",103,104755,"FRA"
"Wimbledon","Grass","G",104,106401,"AUS"
"Wimbledon","Grass","G",105,105577,"CAN"
"Wimbledon","Grass","G",106,104678,"SRB"
"Wimbledon","Grass","G",107,103333,"CRO"
"Wimbledon","Grass","G",108,104918,"GBR"
"Wimbledon","Grass","G",109,104607,"CZE"
"Wimbledon","Grass","G",110,104468,"FRA"
"Wimbledon","Grass","G",111,105138,"ESP"
"Wimbledon","Grass","G",112,103819,"SUI"
"Wimbledon","Grass","G",113,104925,"SRB"
"Wimbledon","Grass","G",114,105227,"CRO"
"Wimbledon","Grass","G",115,104527,"SUI"
"Wimbledon","Grass","G",116,104755,"FRA"
"Wimbledon","Grass","G",117,105577,"CAN"
"Wimbledon","Grass","G",118,104918,"GBR"
"Wimbledon","Grass","G",119,104468,"FRA"
"Wimbledon","Grass","G",120,103819,"SUI"
"Wimbledon","Grass","G",121,104925,"SRB"
"Wimbledon","Grass","G",122,104755,"FRA"
"Wimbledon","Grass","G",123,104918,"GBR"
"Wimbledon","Grass","G",124,103819,"SUI"
"Wimbledon","Grass","G",125,104925,"SRB"
"Wimbledon","Grass","G",126,103819,"SUI"
"Wimbledon","Grass","G",127,104925,"SRB"
"Quito","Clay","A",1,105292,"COL"
"Quito","Clay","A",2,111797,"CHI"
"Quito","Clay","A",3,105583,"SRB"
"Quito","Clay","A",4,105589,"AUT"
"Quito","Clay","A",5,104268,"COL"
"Quito","Clay","A",6,103893,"ITA"
"Quito","Clay","A",7,103607,"DOM"
"Quito","Clay","A",8,105952,"ARG"
"Quito","Clay","A",9,104593,"ESP"
"Quito","Clay","A",10,105064,"BRA"
"Quito","Clay","A",11,104547,"ARG"
"Quito","Clay","A",12,103656,"ESP"
"Quito","Clay","A",13,103852,"ESP"
"Quito","Clay","A",14,105583,"SRB"
"Quito","Clay","A",15,104269,"ESP"
"Quito","Clay","A",16,103893,"ITA"
"Quito","Clay","A",17,103607,"DOM"
"Quito","Clay","A",18,105373,"SVK"
"Quito","Clay","A",19,105064,"BRA"
"Quito","Clay","A",20,103656,"ESP"
"Quito","Clay","A",21,103852,"ESP"
"Quito","Clay","A",22,104269,"ESP"
"Quito","Clay","A",23,103607,"DOM"
"Quito","Clay","A",24,105064,"BRA"
"Quito","Clay","A",25,103852,"ESP"
"Quito","Clay","A",26,103607,"DOM"
"Quito","Clay","A",27,103607,"DOM"
"Montreal","Hard","M",1,105064,"BRA"
"Montreal","Hard","M",2,106058,"USA"
"Montreal","Hard","M",3,105777,"BUL"
"Montreal","Hard","M",4,104586,"CZE"
"Montreal","Hard","M",5,105208,"LAT"
"Montreal","Hard","M",6,105385,"USA"
"Montreal","Hard","M",7,106401,"AUS"
"Montreal","Hard","M",8,105577,"CAN"
"Montreal","Hard","M",9,104545,"USA"
"Montreal","Hard","M",10,104871,"FRA"
"Montreal","Hard","M",11,104919,"ARG"
"Montreal","Hard","M",12,103333,"CRO"
"Montreal","Hard","M",13,104660,"UKR"
"Montreal","Hard","M",14,104022,"RUS"
"Montreal","Hard","M",15,104468,"FRA"
"Montreal","Hard","M",16,105676,"BEL"
"Montreal","Hard","M",17,105023,"USA"
"Montreal","Hard","M",18,104665,"ESP"
"Montreal","Hard","M",19,106071,"AUS"
"Montreal","Hard","M",20,105138,"ESP"
"Montreal","Hard","M",21,104542,"FRA"
"Montreal","Hard","M",22,104792,"FRA"
"Montreal","Hard","M",23,104180,"LUX"
"Montreal","Hard","M",24,103990,"ESP"
"Montreal","Hard","M",25,104925,"SRB"
"Montreal","Hard","M",26,106058,"USA"
"Montreal","Hard","M",27,105208,"LAT"
"Montreal","Hard","M",28,105385,"USA"
"Montreal","Hard","M",29,106401,"AUS"
"Montreal","Hard","M",30,104545,"USA"
"Montreal","Hard","M",31,104871,"FRA"
"Montreal","Hard","M",32,103333,"CRO"
"Montreal","Hard","M",33,104745,"ESP"
"Montreal","Hard","M",34,104022,"RUS"
"Montreal","Hard","M",35,105676,"BEL"
"Montreal","Hard","M",36,105453,"JPN"
"Montreal","Hard","M",37,106071,"AUS"
"Montreal","Hard","M",38,104542,"FRA"
"Montreal","Hard","M",39,104180,"LUX"
"Montreal","Hard","M",40,104918,"GBR"
"Montreal","Hard","M",41,104925,"SRB"
"Montreal","Hard","M",42,105208,"LAT"
"Montreal","Hard","M",43,104545,"USA"
"Montreal","Hard","M",44,104871,"FRA"
"Montreal","Hard","M",45,104745,"ESP"
"Montreal","Hard","M",46,105453,"JPN"
"Montreal","Hard","M",47,104542,"FRA"
"Montreal","Hard","M",48,104918,"GBR"
"Montreal","Hard","M",49,104925,"SRB"
"Montreal","Hard","M",50,104871,"FRA"
"Montreal","Hard","M",51,105453,"JPN"
"Montreal","Hard","M",52,104918,"GBR"
"Montreal","Hard","M",53,104925,"SRB"
"Montreal","Hard","M",54,104918,"GBR"
"Montreal","Hard","M",55,104918,"GBR"
"Kuala Lumpur","Hard","A",1,103285,"CZE"
"Kuala Lumpur","Hard","A",2,105062,"KAZ"
"Kuala Lumpur","Hard","A",3,105430,"MDA"
"Kuala Lumpur","Hard","A",4,105311,"POR"
"Kuala Lumpur","Hard","A",5,103794,"GER"
"Kuala Lumpur","Hard","A",6,104871,"FRA"
"Kuala Lumpur","Hard","A",7,106401,"AUS"
"Kuala Lumpur","Hard","A",8,105147,"JPN"
"Kuala Lumpur","Hard","A",9,105932,"RUS"
"Kuala Lumpur","Hard","A",10,105577,"CAN"
"Kuala Lumpur","Hard","A",11,104571,"CYP"
"Kuala Lumpur","Hard","A",12,104999,"GER"
"Kuala Lumpur","Hard","A",13,103970,"ESP"
"Kuala Lumpur","Hard","A",14,105062,"KAZ"
"Kuala Lumpur","Hard","A",15,105777,"BUL"
"Kuala Lumpur","Hard","A",16,103794,"GER"
"Kuala Lumpur","Hard","A",17,106401,"AUS"
"Kuala Lumpur","Hard","A",18,103333,"CRO"
"Kuala Lumpur","Hard","A",19,105577,"CAN"
"Kuala Lumpur","Hard","A",20,103852,"ESP"
"Kuala Lumpur","Hard","A",21,103970,"ESP"
"Kuala Lumpur","Hard","A",22,103794,"GER"
"Kuala Lumpur","Hard","A",23,106401,"AUS"
"Kuala Lumpur","Hard","A",24,103852,"ESP"
"Kuala Lumpur","Hard","A",25,103970,"ESP"
"Kuala Lumpur","Hard","A",26,103852,"ESP"
"Kuala Lumpur","Hard","A",27,103970,"ESP"
"Nice","Clay","A",1,105902,"AUS"
"Nice","Clay","A",2,106432,"CRO"
"Nice","Clay","A",3,105917,"FRA"
"Nice","Clay","A",4,106298,"FRA"
"Nice","Clay","A",5,105023,"USA"
"Nice","Clay","A",6,104338,"ARG"
"Nice","Clay","A",7,106401,"AUS"
"Nice","Clay","A",8,106233,"AUT"
"Nice","Clay","A",9,105238,"UKR"
"Nice","Clay","A",10,105583,"SRB"
"Nice","Clay","A",11,105807,"ESP"
"Nice","Clay","A",12,105449,"USA"
"Nice","Clay","A",13,105902,"AUS"
"Nice","Clay","A",14,106432,"CRO"
"Nice","Clay","A",15,104919,"ARG"
"Nice","Clay","A",16,104338,"ARG"
"Nice","Clay","A",17,106233,"AUT"
"Nice","Clay","A",18,105208,"LAT"
"Nice","Clay","A",19,105583,"SRB"
"Nice","Clay","A",20,104545,"USA"
"Nice","Clay","A",21,106432,"CRO"
"Nice","Clay","A",22,104919,"ARG"
"Nice","Clay","A",23,106233,"AUT"
"Nice","Clay","A",24,104545,"USA"
"Nice","Clay","A",25,104919,"ARG"
"Nice","Clay","A",26,106233,"AUT"
"Nice","Clay","A",27,106233,"AUT"
"Rotterdam","Hard","A",1,104918,"GBR"
"Rotterdam","Hard","A",2,105577,"CAN"
"Rotterdam","Hard","A",3,104871,"FRA"
"Rotterdam","Hard","A",4,104468,"FRA"
